%hc	wc	length	Tamb	Q	Uin	Temperature (degC), Boundary Probe 1	Temperature (degC), Back Air Temperature Probe 2	Temperature (degC), Back Solid Temperature Probe 3	Temperature (degC), Front All Temperature Probe 4	Temperature (degC), Front Air Temperature Probe 5	Temperature (degC), Front Solid Temperature Probe 6	Pressure (Pa), Pressure Probe 1	Pressure (Pa), Pressure Probe 2	Pressure (Pa), Pressure Probe 3	Velocity magnitude (m/s), Speed Probe 1	Velocity magnitude (m/s), Speed Probe 2	Temperature (degC), Stack Temperature Probe 1	Temperature (degC), Stack Temperature Probe
0.0012500	5.0000E-4	0.030000	293.15	10.000	3132.0	24.874	24.303	24.377	20.501	20.126	21.029	1049.8	985.92	1120.3	14.745	16.329	24.131	24.131
0.0012500	5.0000E-4	0.030000	313.15	10.000	3132.0	45.122	44.576	44.451	40.514	40.130	41.054	1077.9	1017.6	1144.6	14.772	16.356	44.202	44.202
0.0012500	5.0000E-4	0.030000	253.15	10.000	5040.0	-12.944	-13.955	-13.167	-19.243	-19.815	-18.438	1006.6	934.04	1086.8	14.692	16.424	-13.550	-13.550
0.0012500	5.0000E-4	0.030000	273.15	10.000	5040.0	7.4511	6.4890	6.9318	0.78285	0.19387	1.6107	1033.0	965.07	1108.0	14.719	16.451	6.5429	6.5429
0.0012500	5.0000E-4	0.030000	293.15	10.000	5040.0	27.845	26.928	27.039	20.806	20.202	21.654	1060.9	997.06	1131.5	14.747	16.476	26.645	26.645
0.0012500	5.0000E-4	0.030000	313.15	10.000	5040.0	48.242	47.365	47.158	40.827	40.210	41.694	1089.1	1028.7	1155.8	14.774	16.502	46.757	46.757
0.0012500	7.5000E-4	0.030000	253.15	1.0000	1272.0	-4.7480	-5.1153	-9.7617	-18.447	-19.447	-16.930	38.035	37.179	39.014	1.5597	1.7080	-9.9834	-9.9834
0.0012500	7.5000E-4	0.030000	273.15	1.0000	1272.0	16.329	16.001	10.803	1.6126	0.59811	3.1508	39.874	39.060	40.806	1.5674	1.7079	10.570	10.570
0.0012500	7.5000E-4	0.030000	293.15	1.0000	1272.0	37.413	37.116	31.391	21.679	20.648	23.241	41.624	40.846	42.514	1.5742	1.7078	31.147	31.147
0.0012500	7.5000E-4	0.030000	313.15	1.0000	1272.0	58.498	58.227	51.996	41.752	40.704	43.341	43.290	42.543	44.143	1.5801	1.7077	51.741	51.741
0.0012500	7.5000E-4	0.030000	253.15	1.0000	3132.0	17.771	16.829	5.6246	-15.986	-18.591	-12.037	39.490	38.631	40.479	1.5679	1.8482	5.0813	5.0813
0.0012500	7.5000E-4	0.030000	273.15	1.0000	3132.0	40.352	39.520	26.942	4.1539	1.5264	8.1377	41.521	40.704	42.462	1.5748	1.8468	26.372	26.372
0.0012500	7.5000E-4	0.030000	293.15	1.0000	3132.0	62.955	62.215	48.317	24.308	21.653	28.334	43.492	42.711	44.391	1.5809	1.8455	47.720	47.720
0.0012500	7.5000E-4	0.030000	313.15	1.0000	3132.0	85.571	84.905	69.741	44.477	41.791	48.551	45.396	44.645	46.257	1.5863	1.8445	69.117	69.117
0.0012500	7.5000E-4	0.030000	253.15	1.0000	5040.0	40.817	39.337	21.329	-13.437	-17.709	-6.9610	42.197	41.337	43.194	1.5758	1.9906	20.457	20.457
0.0012500	7.5000E-4	0.030000	273.15	1.0000	5040.0	64.949	63.639	43.447	6.7911	2.4847	13.320	44.280	43.461	45.228	1.5823	1.9885	42.532	42.532
0.0012500	7.5000E-4	0.030000	293.15	1.0000	5040.0	89.107	87.939	65.648	27.041	22.694	33.633	46.317	45.534	47.224	1.5882	1.9865	64.690	64.690
0.0012500	7.5000E-4	0.030000	313.15	1.0000	5040.0	113.28	112.23	87.919	47.314	42.919	53.978	48.301	47.548	49.169	1.5934	1.9846	86.918	86.918
0.0012500	7.5000E-4	0.030000	253.15	3.2500	1272.0	-14.867	-15.294	-15.906	-19.430	-19.849	-18.793	150.42	142.70	159.00	4.8802	5.2891	-16.031	-16.031
0.0012500	7.5000E-4	0.030000	273.15	3.2500	1272.0	5.4499	5.0504	4.2109	0.58294	0.15571	1.2307	155.98	148.72	164.06	4.8976	5.2973	4.0819	4.0819
0.0012500	7.5000E-4	0.030000	293.15	3.2500	1272.0	25.768	25.393	24.336	20.595	20.161	21.252	161.33	154.48	169.00	4.9152	5.3049	24.203	24.203
0.0012500	7.5000E-4	0.030000	313.15	3.2500	1272.0	46.088	45.734	44.468	40.606	40.167	41.271	166.40	159.90	173.69	4.9329	5.3119	44.331	44.331
0.0012500	7.5000E-4	0.030000	253.15	3.2500	3132.0	-7.1613	-8.2843	-9.7088	-18.586	-19.609	-17.036	151.80	144.03	160.43	4.8773	5.4439	-10.020	-10.020
0.0012500	7.5000E-4	0.030000	273.15	3.2500	3132.0	13.570	12.534	10.542	1.4452	0.40339	3.0248	157.65	150.36	165.78	4.8944	5.4479	10.222	10.222
0.0012500	7.5000E-4	0.030000	293.15	3.2500	3132.0	34.313	33.351	30.814	21.474	20.416	23.079	163.32	156.43	171.01	4.9119	5.4518	30.486	30.486
0.0012500	7.5000E-4	0.030000	313.15	3.2500	3132.0	55.066	54.169	51.107	41.502	40.430	43.129	168.73	162.20	176.04	4.9297	5.4558	50.770	50.770
0.0012500	7.5000E-4	0.030000	253.15	3.2500	5040.0	0.95271	-0.94114	-3.1240	-17.696	-19.346	-15.195	153.30	145.50	161.97	4.8773	5.6011	-3.6275	-3.6275
0.0012500	7.5000E-4	0.030000	273.15	3.2500	5040.0	22.090	20.346	17.253	2.3543	0.67485	4.9007	159.19	151.86	167.36	4.8935	5.6026	16.736	16.736
0.0012500	7.5000E-4	0.030000	293.15	3.2500	5040.0	43.243	41.631	37.661	22.401	20.696	24.987	164.93	158.02	172.66	4.9103	5.6039	37.131	37.131
0.0012500	7.5000E-4	0.030000	313.15	3.2500	5040.0	64.413	62.918	58.100	42.446	40.718	45.065	170.50	163.94	177.84	4.9277	5.6054	57.557	57.557
0.0012500	7.5000E-4	0.030000	253.15	5.5000	1272.0	-16.771	-17.182	-17.048	-19.620	-19.907	-19.186	285.10	263.99	308.38	8.1733	8.8332	-17.153	-17.153
0.0012500	7.5000E-4	0.030000	273.15	5.5000	1272.0	3.4146	3.0243	3.0075	0.38952	0.096153	0.83431	293.51	273.71	315.36	8.1933	8.8493	2.8997	2.8997
0.0012500	7.5000E-4	0.030000	293.15	5.5000	1272.0	23.600	23.229	23.067	20.399	20.099	20.852	302.00	283.34	322.62	8.2137	8.8641	22.956	22.956
0.0012500	7.5000E-4	0.030000	313.15	5.5000	1272.0	43.786	43.432	43.129	40.407	40.102	40.869	310.38	292.72	329.93	8.2343	8.8780	43.017	43.017
0.0012500	7.5000E-4	0.030000	253.15	5.5000	3132.0	-11.971	-13.013	-12.668	-19.068	-19.768	-18.007	289.07	267.91	312.40	8.1733	8.9888	-12.930	-12.930
0.0012500	7.5000E-4	0.030000	273.15	5.5000	3132.0	8.4737	7.4882	7.4601	0.95718	0.24088	2.0432	297.53	277.69	319.43	8.1933	9.0018	7.1933	7.1933
0.0012500	7.5000E-4	0.030000	293.15	5.5000	3132.0	28.918	27.984	27.598	20.980	20.248	22.090	306.08	287.38	326.74	8.2137	9.0136	27.325	27.325
0.0012500	7.5000E-4	0.030000	313.15	5.5000	3132.0	49.364	48.477	47.744	41.001	40.255	42.132	314.53	296.84	334.12	8.2343	9.0247	47.466	47.466
0.0012500	7.5000E-4	0.030000	253.15	5.5000	5040.0	-6.9128	-8.6499	-8.0663	-18.503	-19.618	-16.814	292.43	271.21	315.82	8.1728	9.1523	-8.4898	-8.4898
0.0012500	7.5000E-4	0.030000	273.15	5.5000	5040.0	13.785	12.145	12.133	1.5384	0.39620	3.2702	300.88	280.99	322.84	8.1925	9.1625	11.700	11.700
0.0012500	7.5000E-4	0.030000	293.15	5.5000	5040.0	34.480	32.930	32.343	21.577	20.408	23.348	309.44	290.70	330.16	8.2128	9.1712	31.902	31.902
0.0012500	7.5000E-4	0.030000	313.15	5.5000	5040.0	55.175	53.709	52.566	41.611	40.420	43.418	317.92	300.19	337.55	8.2334	9.1793	52.116	52.116
0.0012500	7.5000E-4	0.030000	253.15	7.7500	1272.0	-17.592	-17.983	-17.561	-19.712	-19.934	-19.376	441.92	401.00	486.95	11.459	12.376	-17.658	-17.658
0.0012500	7.5000E-4	0.030000	273.15	7.7500	1272.0	2.5396	2.1651	2.4725	0.29701	0.069328	0.64221	451.38	413.07	493.55	11.482	12.398	2.3738	2.3738
0.0012500	7.5000E-4	0.030000	293.15	7.7500	1272.0	22.670	22.311	22.508	20.305	20.072	20.659	461.47	425.41	501.18	11.505	12.418	22.408	22.408
0.0012500	7.5000E-4	0.030000	313.15	7.7500	1272.0	42.801	42.456	42.547	40.313	40.075	40.673	471.73	437.66	509.30	11.527	12.437	42.444	42.444
0.0012500	7.5000E-4	0.030000	253.15	7.7500	3132.0	-14.041	-15.014	-13.980	-19.292	-19.836	-18.469	448.10	407.13	493.18	11.461	12.527	-14.219	-14.219
0.0012500	7.5000E-4	0.030000	273.15	7.7500	3132.0	6.2789	5.3482	6.1022	0.73000	0.17165	1.5766	457.49	419.15	499.72	11.483	12.547	5.8585	5.8585
0.0012500	7.5000E-4	0.030000	293.15	7.7500	3132.0	26.596	25.705	26.189	20.750	20.178	21.617	467.50	431.42	507.26	11.506	12.565	25.941	25.941
0.0012500	7.5000E-4	0.030000	313.15	7.7500	3132.0	46.914	46.059	46.281	40.769	40.185	41.654	477.73	443.63	515.34	11.529	12.583	46.029	46.029
0.0012500	7.5000E-4	0.030000	253.15	7.7500	5040.0	-10.333	-11.928	-10.259	-18.864	-19.733	-17.547	453.49	412.47	498.64	11.462	12.687	-10.646	-10.646
0.0012500	7.5000E-4	0.030000	273.15	7.7500	5040.0	10.174	8.6503	9.8687	1.1719	0.27885	2.5258	462.91	424.51	505.19	11.484	12.706	9.4748	9.4748
0.0012500	7.5000E-4	0.030000	293.15	7.7500	5040.0	30.677	29.220	30.005	21.205	20.290	22.592	472.87	436.74	512.68	11.507	12.722	29.604	29.604
0.0012500	7.5000E-4	0.030000	313.15	7.7500	5040.0	51.182	49.786	50.150	41.235	40.300	42.652	483.06	448.92	520.72	11.529	12.737	49.743	49.743
0.0012500	7.5000E-4	0.030000	253.15	10.000	1272.0	-18.053	-18.426	-17.866	-19.767	-19.949	-19.491	620.57	553.44	694.46	14.741	15.931	-17.958	-17.958
0.0012500	7.5000E-4	0.030000	273.15	10.000	1272.0	2.0468	1.6882	2.1561	0.24129	0.053638	0.52580	630.95	568.16	700.04	14.767	15.956	2.0624	2.0624
0.0012500	7.5000E-4	0.030000	293.15	10.000	1272.0	22.148	21.802	22.182	20.249	20.056	20.541	641.00	581.98	705.96	14.792	15.980	22.087	22.087
0.0012500	7.5000E-4	0.030000	313.15	10.000	1272.0	42.248	41.914	42.208	40.256	40.058	40.555	651.97	596.23	713.33	14.817	16.003	42.112	42.112
0.0012500	7.5000E-4	0.030000	253.15	10.000	3132.0	-15.196	-16.116	-14.744	-19.426	-19.874	-18.748	628.72	561.55	702.67	14.743	16.078	-14.972	-14.972
0.0012500	7.5000E-4	0.030000	273.15	10.000	3132.0	5.0492	4.1645	5.3100	0.59346	0.13229	1.2927	638.80	575.98	707.95	14.769	16.101	5.0791	5.0791
0.0012500	7.5000E-4	0.030000	293.15	10.000	3132.0	25.297	24.444	25.373	20.612	20.138	21.330	648.72	589.66	713.73	14.794	16.125	25.139	25.139
0.0012500	7.5000E-4	0.030000	313.15	10.000	3132.0	45.542	44.720	45.438	40.629	40.144	41.364	659.57	603.80	720.98	14.819	16.147	45.200	45.200
0.0012500	7.5000E-4	0.030000	253.15	10.000	5040.0	-12.233	-13.727	-11.523	-19.078	-19.797	-17.989	636.13	568.91	710.14	14.745	16.234	-11.890	-11.890
0.0012500	7.5000E-4	0.030000	273.15	10.000	5040.0	8.1592	6.7234	8.5629	0.95349	0.21361	2.0753	645.99	583.12	715.20	14.771	16.257	8.1904	8.1904
0.0012500	7.5000E-4	0.030000	293.15	10.000	5040.0	28.554	27.171	28.662	20.983	20.223	22.135	655.86	596.76	720.93	14.796	16.279	28.285	28.285
0.0012500	7.5000E-4	0.030000	313.15	10.000	5040.0	48.945	47.613	48.766	41.010	40.232	42.189	666.60	610.79	728.06	14.821	16.299	48.383	48.383
0.0012500	7.5000E-4	0.060000	253.15	1.0000	1272.0	9.7771	9.4300	-2.4235	-18.438	-19.445	-16.913	77.836	76.969	78.827	1.5553	1.8040	-2.6647	-2.6647
0.0012500	7.5000E-4	0.060000	273.15	1.0000	1272.0	32.004	31.691	18.726	1.6217	0.60167	3.1682	81.666	80.841	82.608	1.5633	1.8039	18.472	18.472
0.0012500	7.5000E-4	0.060000	293.15	1.0000	1272.0	54.225	53.940	39.895	21.689	20.653	23.259	85.255	84.467	86.156	1.5703	1.8038	39.629	39.629
0.0012500	7.5000E-4	0.060000	313.15	1.0000	1272.0	76.435	76.174	61.077	41.762	40.709	43.359	88.659	87.901	89.522	1.5764	1.8035	60.798	60.798
0.0012500	7.5000E-4	0.060000	253.15	1.0000	3132.0	53.286	52.475	23.490	-15.965	-18.582	-11.998	86.155	85.285	87.155	1.5639	2.0785	22.899	22.899
0.0012500	7.5000E-4	0.060000	273.15	1.0000	3132.0	78.685	77.963	46.233	4.1743	1.5361	8.1742	90.798	89.970	91.749	1.5710	2.0771	45.611	45.611
0.0012500	7.5000E-4	0.060000	293.15	1.0000	3132.0	104.07	103.42	69.030	24.329	21.664	28.369	95.193	94.401	96.102	1.5773	2.0758	68.377	68.377
0.0012500	7.5000E-4	0.060000	313.15	1.0000	3132.0	129.43	128.84	91.865	44.498	41.802	48.586	99.355	98.594	100.23	1.5828	2.0745	91.182	91.182
0.0012500	7.5000E-4	0.060000	253.15	1.0000	5040.0	97.642	96.443	49.807	-13.406	-17.693	-6.9052	97.530	96.659	98.538	1.5719	2.3584	48.859	48.859
0.0012500	7.5000E-4	0.060000	273.15	1.0000	5040.0	126.26	125.19	74.205	6.8213	2.5011	13.372	102.59	101.76	103.55	1.5785	2.3559	73.207	73.207
0.0012500	7.5000E-4	0.060000	293.15	1.0000	5040.0	154.83	153.87	98.672	27.071	22.711	33.681	107.42	106.62	108.33	1.5845	2.3533	97.626	97.626
0.0012500	7.5000E-4	0.060000	313.15	1.0000	5040.0	183.35	182.47	123.19	47.343	42.936	54.023	112.00	111.24	112.88	1.5898	2.3507	122.10	122.10
0.0012500	7.5000E-4	0.060000	253.15	3.2500	1272.0	-10.388	-10.816	-13.571	-19.426	-19.848	-18.787	285.58	277.75	294.24	4.8579	5.4010	-13.702	-13.702
0.0012500	7.5000E-4	0.060000	273.15	3.2500	1272.0	10.276	9.8776	6.7047	0.58654	0.15719	1.2375	298.50	291.14	306.66	4.8755	5.4092	6.5698	6.5698
0.0012500	7.5000E-4	0.060000	293.15	3.2500	1272.0	30.941	30.567	26.991	20.599	20.163	21.259	310.91	303.97	318.65	4.8935	5.4167	26.852	26.852
0.0012500	7.5000E-4	0.060000	313.15	3.2500	1272.0	51.605	51.253	47.287	40.611	40.169	41.280	322.40	315.81	329.76	4.9116	5.4236	47.143	47.143
0.0012500	7.5000E-4	0.060000	253.15	3.2500	3132.0	3.8176	2.7193	-3.9262	-18.579	-19.609	-17.018	291.31	283.45	300.02	4.8565	5.6887	-4.2483	-4.2483
0.0012500	7.5000E-4	0.060000	273.15	3.2500	3132.0	25.398	24.390	16.689	1.4528	0.40390	3.0430	305.82	298.43	314.03	4.8736	5.6930	16.357	16.357
0.0012500	7.5000E-4	0.060000	293.15	3.2500	3132.0	46.990	46.058	37.340	21.483	20.418	23.098	319.69	312.71	327.46	4.8913	5.6974	36.997	36.997
0.0012500	7.5000E-4	0.060000	313.15	3.2500	3132.0	68.591	67.722	58.023	41.511	40.432	43.148	332.61	325.99	340.00	4.9093	5.7017	57.671	57.671
0.0012500	7.5000E-4	0.060000	253.15	3.2500	5040.0	18.521	16.713	6.1864	-17.687	-19.350	-15.165	298.44	290.54	307.19	4.8583	5.9826	5.6682	5.6682
0.0012500	7.5000E-4	0.060000	273.15	3.2500	5040.0	41.014	39.362	27.133	2.3650	0.67217	4.9316	313.47	306.05	321.71	4.8745	5.9842	26.599	26.599
0.0012500	7.5000E-4	0.060000	293.15	3.2500	5040.0	63.528	62.009	48.134	22.413	20.695	25.018	327.96	320.96	335.77	4.8915	5.9859	47.584	47.584
0.0012500	7.5000E-4	0.060000	313.15	3.2500	5040.0	86.057	84.650	69.186	42.458	40.718	45.097	341.74	335.10	349.17	4.9088	5.9878	68.620	68.620
0.0012500	7.5000E-4	0.060000	253.15	5.5000	1272.0	-14.118	-14.537	-15.598	-19.620	-19.907	-19.184	521.58	500.17	545.09	8.1335	8.9697	-15.708	-15.708
0.0012500	7.5000E-4	0.060000	273.15	5.5000	1272.0	6.2713	5.8748	4.5428	0.39046	0.096321	0.83642	541.84	521.77	563.92	8.1539	8.9866	4.4309	4.4309
0.0012500	7.5000E-4	0.060000	293.15	5.5000	1272.0	26.659	26.283	24.689	20.400	20.100	20.855	562.32	543.40	583.16	8.1745	9.0017	24.574	24.574
0.0012500	7.5000E-4	0.060000	313.15	5.5000	1272.0	47.045	46.687	44.840	40.408	40.103	40.872	582.36	564.45	602.12	8.1953	9.0159	44.723	44.723
0.0012500	7.5000E-4	0.060000	253.15	5.5000	3132.0	-5.4368	-6.4944	-9.0682	-19.066	-19.769	-18.001	532.14	510.69	555.71	8.1346	9.2611	-9.3380	-9.3380
0.0012500	7.5000E-4	0.060000	273.15	5.5000	3132.0	15.499	14.505	11.260	0.95955	0.24020	2.0502	553.39	533.28	575.52	8.1547	9.2742	10.984	10.984
0.0012500	7.5000E-4	0.060000	293.15	5.5000	3132.0	36.433	35.497	31.601	20.983	20.248	22.097	574.71	555.76	595.60	8.1751	9.2861	31.319	31.319
0.0012500	7.5000E-4	0.060000	313.15	5.5000	3132.0	57.369	56.483	51.958	41.005	40.256	42.139	595.57	577.64	615.37	8.1958	9.2975	51.670	51.670
0.0012500	7.5000E-4	0.060000	253.15	5.5000	5040.0	3.5921	1.8397	-2.2220	-18.500	-19.621	-16.800	541.68	520.18	565.32	8.1355	9.5626	-2.6572	-2.6572
0.0012500	7.5000E-4	0.060000	273.15	5.5000	5040.0	25.070	23.429	18.288	1.5423	0.39336	3.2842	563.25	543.09	585.44	8.1552	9.5725	17.843	17.843
0.0012500	7.5000E-4	0.060000	293.15	5.5000	5040.0	46.542	45.005	38.812	21.581	20.407	23.361	585.14	566.14	606.07	8.1753	9.5810	38.358	38.358
0.0012500	7.5000E-4	0.060000	313.15	5.5000	5040.0	68.017	66.571	59.359	41.616	40.419	43.431	606.74	588.76	626.59	8.1957	9.5892	58.895	58.895
0.0012500	7.5000E-4	0.060000	253.15	7.7500	1272.0	-15.704	-16.107	-16.475	-19.713	-19.934	-19.377	786.46	744.93	832.01	11.401	12.546	-16.575	-16.575
0.0012500	7.5000E-4	0.060000	273.15	7.7500	1272.0	4.5696	4.1849	3.6127	0.29679	0.069167	0.64191	812.15	773.26	854.81	11.425	12.569	3.5105	3.5105
0.0012500	7.5000E-4	0.060000	293.15	7.7500	1272.0	24.844	24.475	23.708	20.305	20.072	20.659	836.91	800.32	877.08	11.448	12.592	23.604	23.604
0.0012500	7.5000E-4	0.060000	313.15	7.7500	1272.0	45.113	44.761	43.801	40.313	40.075	40.674	864.23	829.64	902.24	11.471	12.611	43.695	43.695
0.0012500	7.5000E-4	0.060000	253.15	7.7500	3132.0	-9.3875	-10.391	-11.291	-19.293	-19.837	-18.470	802.31	760.74	847.92	11.404	12.835	-11.538	-11.538
0.0012500	7.5000E-4	0.060000	273.15	7.7500	3132.0	11.277	10.323	8.9181	0.72958	0.17092	1.5766	828.50	789.58	871.22	11.427	12.856	8.6664	8.6664
0.0012500	7.5000E-4	0.060000	293.15	7.7500	3132.0	31.943	31.033	29.145	20.750	20.178	21.618	853.97	817.34	894.19	11.450	12.876	28.888	28.888
0.0012500	7.5000E-4	0.060000	313.15	7.7500	3132.0	52.599	51.733	49.371	40.769	40.184	41.655	881.50	846.88	919.56	11.473	12.893	49.110	49.110
0.0012500	7.5000E-4	0.060000	253.15	7.7500	5040.0	-2.8382	-4.4800	-5.9043	-18.866	-19.735	-17.547	816.56	774.93	862.24	11.406	13.136	-6.3027	-6.3027
0.0012500	7.5000E-4	0.060000	273.15	7.7500	5040.0	18.217	16.660	14.425	1.1716	0.27695	2.5280	842.96	803.98	885.74	11.429	13.154	14.019	14.019
0.0012500	7.5000E-4	0.060000	293.15	7.7500	5040.0	39.272	37.792	34.776	21.205	20.288	22.595	869.19	832.52	909.48	11.451	13.171	34.363	34.363
0.0012500	7.5000E-4	0.060000	313.15	7.7500	5040.0	60.318	58.911	55.134	41.236	40.299	42.656	896.62	861.96	934.74	11.474	13.186	54.714	54.714
0.0012500	7.5000E-4	0.060000	253.15	10.000	1272.0	-16.585	-16.975	-16.972	-19.768	-19.949	-19.492	1077.5	1009.3	1152.4	14.666	16.143	-17.067	-17.067
0.0012500	7.5000E-4	0.060000	273.15	10.000	1272.0	3.6252	3.2520	3.0861	0.24046	0.053339	0.52417	1109.5	1045.7	1179.5	14.692	16.172	2.9894	2.9894
0.0012500	7.5000E-4	0.060000	293.15	10.000	1272.0	23.833	23.475	23.149	20.248	20.056	20.540	1140.5	1080.5	1206.3	14.718	16.198	23.051	23.051
0.0012500	7.5000E-4	0.060000	313.15	10.000	1272.0	44.040	43.697	43.216	40.255	40.058	40.554	1171.4	1114.8	1233.6	14.743	16.223	43.116	43.116
0.0012500	7.5000E-4	0.060000	253.15	10.000	3132.0	-11.579	-12.539	-12.541	-19.429	-19.875	-18.752	1098.7	1030.5	1173.6	14.668	16.429	-12.775	-12.775
0.0012500	7.5000E-4	0.060000	273.15	10.000	3132.0	8.9334	8.0152	7.5997	0.59143	0.13145	1.2888	1130.6	1066.7	1200.7	14.694	16.457	7.3614	7.3614
0.0012500	7.5000E-4	0.060000	293.15	10.000	3132.0	29.439	28.562	27.751	20.610	20.137	21.327	1162.1	1102.0	1227.9	14.720	16.480	27.509	27.509
0.0012500	7.5000E-4	0.060000	313.15	10.000	3132.0	49.949	49.107	47.917	40.627	40.143	41.361	1192.4	1135.7	1254.6	14.745	16.504	47.671	47.671
0.0012500	7.5000E-4	0.060000	253.15	10.000	5040.0	-6.4064	-7.9640	-7.9670	-19.082	-19.798	-17.996	1118.2	1049.9	1193.2	14.671	16.728	-8.3448	-8.3448
0.0012500	7.5000E-4	0.060000	273.15	10.000	5040.0	14.409	12.923	12.256	0.95034	0.21199	2.0698	1149.9	1086.0	1220.0	14.697	16.753	11.872	11.872
0.0012500	7.5000E-4	0.060000	293.15	10.000	5040.0	35.218	33.799	32.497	20.980	20.222	22.131	1181.1	1121.1	1247.1	14.722	16.775	32.108	32.108
0.0012500	7.5000E-4	0.060000	313.15	10.000	5040.0	56.031	54.671	52.759	41.008	40.231	42.186	1211.8	1155.1	1274.1	14.747	16.797	52.364	52.364
0.0012500	7.5000E-4	0.090000	253.15	1.0000	1272.0	24.339	24.009	4.8590	-18.429	-19.436	-16.902	121.62	120.77	122.59	1.5499	1.8924	4.6104	4.6104
0.0012500	7.5000E-4	0.090000	273.15	1.0000	1272.0	47.703	47.404	26.584	1.6304	0.60917	3.1787	127.54	126.73	128.47	1.5579	1.8922	26.322	26.322
0.0012500	7.5000E-4	0.090000	293.15	1.0000	1272.0	71.048	70.774	48.322	21.696	20.659	23.269	133.14	132.36	134.02	1.5649	1.8921	48.047	48.047
0.0012500	7.5000E-4	0.090000	313.15	1.0000	1272.0	94.370	94.118	70.067	41.769	40.714	43.369	138.43	137.68	139.27	1.5711	1.8917	69.780	69.780
0.0012500	7.5000E-4	0.090000	253.15	1.0000	3132.0	88.915	88.197	41.214	-15.954	-18.569	-11.988	143.79	142.94	144.77	1.5584	2.3011	40.605	40.605
0.0012500	7.5000E-4	0.090000	273.15	1.0000	3132.0	117.07	116.42	65.367	4.1848	1.5465	8.1848	151.30	150.48	152.23	1.5655	2.2995	64.725	64.725
0.0012500	7.5000E-4	0.090000	293.15	1.0000	3132.0	145.16	144.57	89.553	24.338	21.673	28.380	158.37	157.59	159.26	1.5719	2.2977	88.880	88.880
0.0012500	7.5000E-4	0.090000	313.15	1.0000	3132.0	173.18	172.64	113.76	44.507	41.810	48.597	165.00	164.25	165.85	1.5775	2.2957	113.06	113.06
0.0012500	7.5000E-4	0.090000	253.15	1.0000	5040.0	154.55	153.53	78.065	-13.397	-17.680	-6.9025	171.36	170.51	172.35	1.5664	2.7171	77.088	77.088
0.0012500	7.5000E-4	0.090000	273.15	1.0000	5040.0	187.47	186.55	104.70	6.8288	2.5112	13.375	179.87	179.06	180.82	1.5731	2.7134	103.67	103.67
0.0012500	7.5000E-4	0.090000	293.15	1.0000	5040.0	220.27	219.43	131.36	27.077	22.718	33.685	187.89	187.11	188.79	1.5792	2.7094	130.28	130.28
0.0012500	7.5000E-4	0.090000	313.15	1.0000	5040.0	252.92	252.15	158.03	47.348	42.942	54.028	195.40	194.65	196.26	1.5846	2.7051	156.91	156.91
0.0012500	7.5000E-4	0.090000	253.15	3.2500	1272.0	-5.9276	-6.3463	-11.325	-19.422	-19.844	-18.783	425.96	418.28	434.45	4.8460	5.4772	-11.458	-11.458
0.0012500	7.5000E-4	0.090000	273.15	3.2500	1272.0	15.089	14.697	9.1234	0.59087	0.16148	1.2419	446.24	439.02	454.24	4.8631	5.4865	8.9860	8.9860
0.0012500	7.5000E-4	0.090000	293.15	3.2500	1272.0	36.102	35.734	29.582	20.603	20.167	21.264	465.70	458.89	473.28	4.8806	5.4950	29.440	29.440
0.0012500	7.5000E-4	0.090000	313.15	3.2500	1272.0	57.111	56.763	50.049	40.615	40.173	41.284	483.42	476.96	490.63	4.8984	5.5028	49.903	49.903
0.0012500	7.5000E-4	0.090000	253.15	3.2500	3132.0	14.718	13.685	1.5437	-18.569	-19.593	-17.015	444.53	436.80	453.06	4.8431	5.8988	1.2165	1.2165
0.0012500	7.5000E-4	0.090000	273.15	3.2500	3132.0	37.175	36.220	22.584	1.4636	0.41837	3.0484	467.82	460.56	475.86	4.8600	5.9049	22.246	22.246
0.0012500	7.5000E-4	0.090000	293.15	3.2500	3132.0	59.632	58.741	43.660	21.493	20.431	23.105	489.86	483.01	497.47	4.8774	5.9107	43.312	43.312
0.0012500	7.5000E-4	0.090000	313.15	3.2500	3132.0	82.084	81.247	64.768	41.522	40.444	43.157	510.03	503.54	517.27	4.8954	5.9161	64.410	64.410
0.0012500	7.5000E-4	0.090000	253.15	3.2500	5040.0	35.929	34.283	14.897	-17.669	-19.322	-15.163	465.48	457.72	474.06	4.8436	6.3303	14.371	14.371
0.0012500	7.5000E-4	0.090000	273.15	3.2500	5040.0	59.836	58.320	36.524	2.3825	0.69868	4.9355	490.29	483.01	498.38	4.8594	6.3335	35.981	35.981
0.0012500	7.5000E-4	0.090000	293.15	3.2500	5040.0	83.744	82.337	58.208	22.430	20.720	25.024	513.81	506.93	521.46	4.8760	6.3367	57.648	57.648
0.0012500	7.5000E-4	0.090000	313.15	3.2500	5040.0	107.64	106.33	79.941	42.476	40.742	45.104	535.82	529.30	543.09	4.8933	6.3398	79.365	79.365
0.0012500	7.5000E-4	0.090000	253.15	5.5000	1272.0	-11.500	-11.910	-14.260	-19.618	-19.904	-19.184	764.62	743.54	787.71	8.1179	9.0380	-14.371	-14.371
0.0012500	7.5000E-4	0.090000	273.15	5.5000	1272.0	9.0970	8.7072	5.9801	0.39280	0.099546	0.83743	796.79	777.03	818.46	8.1377	9.0572	5.8664	5.8664
